codigo,titulo,autor,descricao,preco,link_livro,link_pdf,link_epub,tem_versao_imprimivel
Código: ittp,Título: Introduction to the Puritans (Memorial Edition),Autor: Erroll Hulse,"Descrição: Introduction to the Puritans
 is a wonderful overview of the Puritan movement in the 1600s that has given the English-speaking world its richest depository of theological writings, with practical applications in every area of life. Part One helps us to understand the fascinating history as the British monarchy took some unpredictable turns and various factions literally fought for control of Britain’s religious life. Part Two ably illucidates the lives of the Puritans with brief summaries of 20+ Puritan leaders. These were real men whose contributions came at great personal cost to themselves and their families. Part Three shows us the importance of the Puritan legacy as it applies to important doctrinal and practical issues of our day. All Christians will benefit from knowing the Puritans. This book affords an excellent place to start.
 
This book is a Memorial Edition which includes sections on the life and ministry of the author, Erroll Hulse, who was a pastor in the United Kingdom and exercised a far-reaching ministry through the 
Reformation Today
 magazine, and through the African Pastors' Conferences, both of which are still in operation today.",Preço: 11.14,Link do livro: https://www.chapellibrary.org/book/ittp/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=ittp&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=ittp&format=epub,Tem versão imprimível: SIM
Código: isin,Título: Indwelling Sin,Autor: John Owen,"Descrição: Indwelling Sin
 ranks high among Owen’s works, with rare insight into the experience of the Christian soul. The basis of the treatise is taken from Romans 7:21, where indwelling sin in believers is in the character of “a law,” whose seat is the heart and whose nature is enmity against God. Sin acts consecutively in withdrawing the mind from what is good, through positive opposition to God, by ensnaring the soul in captivity, and lastly by filling it with hatred to the principles of holiness. The power of indwelling sin is seen in its deceitfulness, developed in three stages using James 1:14-15: the mind is withdrawn from obedience; the affections are enticed; and actual sin is then committed. Its power in the believer’s soul is seen further by observing its effect in unregenerate persons, its resistance to moral law, and our fruitless attempts to subdue it in our own strength. Owen’s goal is that we become vigilantly watchful in consistently opposing sin and successful in waging war with sin through applying the sin-conquering truths of Christ’s gospel. Many consider this book (together with his 
Mortification of Sin
 and 
Temptation
) essential for Christians of all ages who desire to walk with the Lord in true biblical holiness.",Preço: 8.13,Link do livro: https://www.chapellibrary.org/book/isin/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=isin&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=isin&format=epub,Tem versão imprimível: SIM
Código: sickfg,Título: Sickness,Autor: Autor Desconhecido,"Descrição: In this edition of the Broadcaster, entitled ""Sickness,"" J. C. Ryle introduces this important subject by declaring that sickness is universal, and he explains why that is so. Arthur W. Pink then describes the gift of health as priceless. Philip B. Power tells us how to apply God’s wonderful comforts in Christ to our sickbed. Do you use your time wisely while you are sick? Thomas Boston gives biblical reasons for how and why you should. A living author, Christopher Bogosh, has written an excellent book—Compassionate Jesus—calling Christians to rethink our approach to modern medicine. He tells us how to use God’s medicine—prayer. In a truly provocative article, John D. Wells reveals why the sickbed is not favorable for finding eternal life. Following that, Puritan George Swinnock reminds us of our biblical duty to visit and minister to the sick: it is not merely a pastoral work but an act that Christ will mention in the Day of Judgment! In a second article, Ryle asks hard questions and presses our consciences with biblical duties to help us prepare ourselves to honor Christ, examine ourselves before Christ, and commune with Christ in our times of sickness! Lastly, in my opinion, no uninspired writer brings the sweetness of Christ to the subject of sickness as beautifully as Charles Spurgeon. And he exhorts us, “If Jesus loves you, and you are sick, let all the world see how you glorify God in your sickness. Let friends and nurses see how the beloved of the Lord are cheered and comforted by Him.” Do we believe that? God does use sickness for the good of the lost and His people for His glory.",Preço: 1.78,Link do livro: https://www.chapellibrary.org/book/sickfg/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=sickfg&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=sickfg&format=epub,Tem versão imprimível: SIM
Código: ecom,Título: Evangelical Compromise: Evangelicals and Catholics Together,Autor: Richard Bennett,"Descrição: Evangelical Compromise
 reviews the ecumenical documents “Evangelicals and Catholics Together” (signed by prominent evangelical and Catholic leaders in 1994) and “The Gift of Salvation” (a joint statement produced in 1997). This booklet presents an important case study regarding cooperative efforts of evangelism and moral influence in society. When do such well-intentioned efforts go astray? What doctrines may be ignored in such efforts? And which ones must be maintained, even to the point of separation from such cooperation? This will help readers discern situations when “doctrine divides” for valid scriptural reasons, and that “love” must never lead to a compromise of biblical truth. When evangelicals and Catholics use the terms grace and justification, they do not mean the same thing at all!",Preço: 1.23,Link do livro: https://www.chapellibrary.org/book/ecom/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=ecom&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=ecom&format=epub,Tem versão imprimível: SIM
Código: ooba,Título: The Ordinance of Baptism,Autor: John Gill,"Descrição: The Ordinance of Baptism
 is a concise yet thorough biblical examination of Christian baptism: how it was ordained by God, its Old Testament precedents, and most importantly, who are to be its subjects. Gill carefully examines the New Testament incidents of baptism to determine if the subjects are repentant believers in the atoning sacrifice of Christ, or infant covenant children of believers. This thread continues through the remainder of the treatise as Gill considers baptism’s manner of administration (immersion or sprinkling), form (in the names of the Trinity), and purposes and uses. The latter brings encouragement to every believer as we anticipate obedient fellowship with our Lord among His people.",Preço: 1.51,Link do livro: https://www.chapellibrary.org/book/ooba/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=ooba&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=ooba&format=epub,Tem versão imprimível: SIM
Código: oowa,Título: Only One Way,Autor: John C. Ryle,"Descrição: Is there more than one road to heaven? As Peter declared in Acts 4:12, the biblical answer is a clear “No!” There is only one way! And that way of salvation is through believing the crucified, resurrected, and ascended Lord Jesus Christ.
 
In 
Only One Way
, J.C. Ryle explores why there can only be one way of salvation. Who we are, Who God is, and what God’s book, the Bible, is, all demand that we conclude that there can be no other way. He calls us to consider, “If there is only one way, do you live like you believe it?” Are you resting all your hope in Jesus Christ’s work? Are you fervently seeking to bring the gospel of Jesus Christ to those around you who are lost?  With surprising pertinence to our own generation, he gives an urgent wakeup call to deny the “charitable idol” of liberality that acts like all religions are right and avoids stepping on others’ religious toes. For the good of our own souls and the eternal well-being of those around us, let us be clear: There is only one way!",Preço: 0.87,Link do livro: https://www.chapellibrary.org/book/oowa/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=oowa&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=oowa&format=epub,Tem versão imprimível: SIM
Código: sco2,Título: Spiritual Conversation,Autor: Arthur W. Pink,"Descrição: ""What we say is capable of eternally affecting those who hear us, and therefore the Bible ranks our words with our works."" In this small tract, Arthur W. Pink shows the necessity of having our speech seasoned with salt. Our tongues can be used for evil or for good. The words we speak are a sure index of our character. Read this to be convicted and to be stirred up to more godliness in the vital area of the tongue!",Preço: 0.09,Link do livro: https://www.chapellibrary.org/book/sco2/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=sco2&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: dadyfg,Título: Death and Dying,Autor: Autor Desconhecido,"Descrição: With hundreds of thousands of deaths in the wake of our worldwide pandemic, the shadow of the King of Terrors haunts the minds of people everywhere in the world. So, let us think about, talk about, pray about death. To urge you in that direction, we present the latest issue of the FGB: 
Death and Dying
. Christopher Bogosh introduces the subject by describing the three deaths found in Scripture: physical, spiritual, and eternal. David Martyn Lloyd-Jones tells us that, contrary to the modern view, the Bible clearly teaches that death is not the cessation of existence and that the human soul is immortal. Charles Spurgeon explains that death is our enemy, which entered human experience by sin; but Jesus Christ has conquered it! Christopher Bogosh then challenges the modern idea of brain death and gives us instead the testimony of God’s Word about death. Robert M’Cheyne tells us that the world fears death and what follows it; but our heavenly Father and the Holy Spirit declare, “Blessed are the dead.”  Do you think about death? Have you ever meditated on death? Thomas Boston explains meditation step-by-step and then gives a wonderful example of a meditation on death. Now, what if you died in your sins this year? Have you considered what you would lose in this world and in the world to come? Samuel Davies presses us to consider our eternal loss if we die in our sins. For many, preparing for death means a will and an insurance policy. But a third provocative and helpful article by Christopher Bogosh teaches us how to pray to prepare for death—praying for clear evidence of salvation, for renewing the inner man, and for being equipped by God to face death without fear. Christians are never surprised to learn that unbelievers fear death and are unwilling to die. But the same should not be said of believers! To our surprise, many believers seem to be unwilling to die. Thomas Brooks applies the Scriptures to move us, not only to be willing to die, but to heartily desire it! Last of all, death is a part, a terrible part, of God’s curse upon sin. Nevertheless, Octavius Winslow paints the preciousness of the believer’s death with such glorious strokes that our hearts are swept into breathtaking, majestic scenes of God’s love for us, God’s desire for us, God’s joy in us, and Christ’s triumph for us! Read prayerfully, it should make you pant for death and eternity with the resurrected Lord of glory! I am going to die. So are you. And our inescapable appointment is one day closer. But the King of kings has conquered the King of Terrors: Let us die well, trusting Christ.",Preço: 1.78,Link do livro: https://www.chapellibrary.org/book/dadyfg/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=dadyfg&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=dadyfg&format=epub,Tem versão imprimível: SIM
Código: aigf,Título: Adopted into God's Family,Autor: Rob Ventura,"Descrição: The doctrine of adoption is one of our greatest riches as a Christian. Do you daily walk in the joy of knowing you are a child of God? In this introduction to the doctrine, you will learn how adoption takes us out of the courtroom where we have marvelously been justified by grace through faith into the Father’s house itself! In our Savior Jesus Christ, we are made God’s children, part of His family.  And we enjoy all the privileges and care that come with being a part of such a wonderful home!",Preço: 0.61,Link do livro: https://www.chapellibrary.org/book/aigf/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=aigf&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=aigf&format=epub,Tem versão imprimível: SIM
Código: dyta,Título: Do You Think about Eternity?,Autor: Anonymous,"Descrição: Eternity! Do you care where you will spend eternity? God's Word affirms that we have souls that will never cease to exist. Even when we die, our souls continue to exist. And when the Lord Jesus Christ will return in glory to this world, all the dead will be raised again, to stand before Him in judgment. Eternal happiness with God or eternal sorrow under His judgment will follow. Are you ready? Do you think about your place in eternity?",Preço: 0.35,Link do livro: https://www.chapellibrary.org/book/dyta/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=dyta&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=dyta&format=epub,Tem versão imprimível: SIM
Código: heavfg,Título: Heaven,Autor: Autor Desconhecido,"Descrição: In this issue of the Free Grace Broadcaster, entitled: “Heaven,” J. C. Ryle introduces us to the subject of heaven with a brief account of that divine region from the lips of Christ Himself. Edward Donnelly beautifully describes heaven itself as the place of God’s glory. Paul Helm shows us that, based on Scripture alone, heaven is redemptive, fixed, and final. Few people have ever had the great gift of describing the things of Christ with such beauty as did Charles Spurgeon. His vision of the Beatific Vision and the glory of seeing Christ should stoke the longing soul with living hope. Heaven, that place of God’s glory, is a world of love, says Jonathan Edwards—a place where we will, in love, all be filled with the fullness of God. Thomas Brooks picks up where Spurgeon leaves off, expanding on the glory of our experience with God the Father and Christ the Son: the best and choicest presence of God and Christ is reserved in heaven! Thomas Reade enriches our hearts with meditations on heaven. Meditate here, friend, and set your hearts on fire with the hope that lies before us. What is your vision of heaven? Is it robes, harps, and sitting on clouds forever? Derek Thomas paints a challenging biblical picture of the new heaven and the new earth. Edwards, in a second article, tells us how to seek that blessed world of love and how to avoid hell, the world of hatred. And last, we complete our journey to the Celestial City with a portion from John Bunyan’s The Pilgrim’s Progress.",Preço: 1.78,Link do livro: https://www.chapellibrary.org/book/heavfg/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=heavfg&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=heavfg&format=epub,Tem versão imprimível: SIM
Código: rrst2,"Título: Read Reformed Systematic Theology, Vol. 2 Man and Christ, in a Year",Autor: Joel Beeke,"Descrição: A reading plan for Joel R. Beeke and Paul M. Smalley's book entitled, 
Reformed Systematic Theology
, Vol. 2, Man and Christ.",Preço: 0.06,Link do livro: https://www.chapellibrary.org/book/rrst2/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=rrst2&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: tca2,"Título: Ten Commandments and the Christian, The",Autor: Richard Barcellos,"Descrição: The Ten Commandments and the Christian is an important and very relevant topic. Is the believer in Christ to obey laws revealed in the Bible prior to the giving of the New Testament? Specifically, is he to obey the Ten Commandments? If so, on what basis? The lawless condition of both the professing church of Christ and the world that surrounds it demands that we find biblical answers to these questions. This booklet explores the significance of the Ten Commandments through their place in the Old Covenant and New Covenant,  through their function as reflecting the moral law, and through their treatment in the London Baptist Confession of Faith of 1689.",Preço: 1.37,Link do livro: https://www.chapellibrary.org/book/tca2/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=tca2&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=tca2&format=epub,Tem versão imprimível: SIM
Código: earefg,Título: Election & Reprobation,Autor: Autor Desconhecido,"Descrição: In this issue of the FGB, 
Election and Reprobation
, Robert Purnell gives a concise introduction to God’s decree of election. Arthur Pink then argues that election is a foundational doctrine upon which many other doctrines rest. J. C. Ryle states the doctrine of election succinctly and beautifully. In a second article, Pink directs us to where election begins—in the eternal purpose and will of almighty God. In harmony with Pink, Wilhelmus à Brakel gives us a helpful glimpse of the decrees of God. In a third article, Pink displays the glory and beauty of Jesus as the first elect of God and as the Holy One in Whom all others are chosen. Joel Beeke and Paul Smalley then give us an extended biblical explanation of election. Then, in a second article, Robert Purnell once again gives us a concise overview of reprobation. Following that, Lorraine Boettner unfolds the solemn biblical account of reprobation. How do election and evangelism work together. Southern Baptist Robert Selph explains this clearly and briefly—it is not as complicated as many make it. But how does one know if God has chosen him or her to everlasting life? Thomas Reade answers with verve, beauty, and encouragement. Lastly, Octavius Winslow shows us the glorious truth that all God’s people were chosen to be like Christ Jesus, our lovely and blessed Savior. What a glorious, encouraging, and thrilling thought! Whatever you think of these two doctrines, we pray that you will ponder them prayerfully and see the immensity of God’s amazing grace in Christ. “Behold therefore the goodness and severity of God” (Rom 11:22).",Preço: 1.78,Link do livro: https://www.chapellibrary.org/book/earefg/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=earefg&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=earefg&format=epub,Tem versão imprimível: SIM
Código: clft,Título: Christ's Love for the Sick,Autor: Charles H. Spurgeon,"Descrição: Formerly titled 
Beloved, Yet Afflicted
 
Just as Jesus allowed Lazarus to sicken and die to show His own glory by raising him from the dead, so our Lord often takes His own people through times of suffering to show them more of His own gracious care. This sermon by Spurgeon assures the believer that though God's children are often afflicted, they are as surely beloved. Even death is merely God's calling his loved ones home to Himself. 
 
This message was preached before an audience of invalid ladies at Mentone, France, in 1880. It is taken from 
The Metropolitan Tabernacle Pulpit
, Vol. 26, #1518.",Preço: 0.35,Link do livro: https://www.chapellibrary.org/book/clft/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=clft&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=clft&format=epub,Tem versão imprimível: SIM
Código: si35,"Título: Studies in the Scriptures Annual Vol., 1935",Autor: Arthur W. Pink,"Descrição: Arthur W. Pink (1886-1952) wrote and published his monthly 28 page expository digest, 
Studies in the Scriptures
, from 1922 to 1953. He mailed it worldwide by paid subscription to whomever desired the deeper truths of God. Each issue contained continuing serialized articles on six to eight subjects. In total, the 380 issues comprise a treasure of immense proportions. The 1935 Annual Volume contains the January through December issues of the Studies in the Scriptures from that year. It includes portions of the series The Epistle to the Hebrews, The Holy Spirit, the Life of David, Divine Guidance, The Doctrine of Sanctification, the Divine Covenants, and Union and Communion. Chapel Library has reprinted monthly issues from 1932 through 1953; visit our website. This annual volume is 370 pages in the PDF format.",Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/si35/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si35&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si35&format=epub,Tem versão imprimível: NÃO
Código: si36,"Título: Studies in the Scriptures Annual Vol., 1936",Autor: Arthur W. Pink,"Descrição: Arthur W. Pink (1886-1952) wrote and published his monthly 28 page expository digest, Studies in the Scriptures, from 1922 to 1953. He mailed it worldwide by paid subscription to whomever desired the deeper truths of God. Each issue contained continuing serialized articles on six to eight subjects. In total, the 380 issues comprise a treasure of immense proportions. The 1936 Annual Volume contains the January through December issues of the Studies in the Scriptures from that year. It includes portions of the series The Epistle to the Hebrews, The Holy Spirit, the Life of David, The Doctrine of Sanctification, the Divine Covenants, The Providence of God, and Union and Communion. Chapel Library has reprinted monthly issues from 1932 through 1953; visit our website. This annual volume is 366 pages in the PDF format.",Preço: None,Link do livro: https://www.chapellibrary.org/book/si36/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=si36&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=si36&format=epub,Tem versão imprimível: NÃO
Código: dcov,Título: The Divine Covenants,Autor: Arthur W. Pink,"Descrição: The Divine Covenants
 is a careful expository study of the covenants in Scripture: Everlasting, Adamic, Noahic, Abrahamic, Siniatic, Davidic, and Messianic (the New Covenant). Through discussions of Scripture texts, patterns (such as types, promises, and fulfilment),  and doctrines (such as law and gospel distinctions),   the reader will come to appreciate the importance of the Old Testament covenants in leading up to Christ’s New Covenant. Christ rules and reigns today as the Prophet, Priest, and King of His people—who joyfully follow Him in the New Covenant in obedience to His will, in gratitude for so great a salvation He has freely bestowed upon them.",Preço: 12.24,Link do livro: https://www.chapellibrary.org/book/dcov/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=dcov&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=dcov&format=epub,Tem versão imprimível: SIM
Código: provfg,Título: Providence,Autor: Autor Desconhecido,"Descrição: In this issue of the Free Grace Broadcaster, you will discover the God Who is God—the God Who reigns over every atom in His spectacular universe. Benjamin Beddome introduces us to our Sovereign by showing how His great works of creation and providence are related. David Martyn Lloyd-Jones defines providence by examining its three elements—preservation, government, and concurrence. Then, Arthur W. Pink explains the meaning of the Godhood of God and why it is crucial for Christians to understand it in opposition to the dignity, power, and attainments of man. But what is providence like and from what does it arise, properly understood? William S. Plumer tells us that God’s providence is like God’s nature—holy, just, benevolent, wise, sovereign, stable, and irresistible! Pink then explains so beautifully that God rules everything—all inanimate matter, irrational creatures, human beings, and all angels, good and evil. How can such a lofty doctrine be practical to believers? Joel Beeke gives us sound answers from the infallible Scriptures and from the Puritans. To compliment those answers, Thomas Watson gives biblical instruction in the ways that our sovereign God works all things for good to His eternally loved people. There is one aspect of providence that especially thrills the heart of all believers: how God worked in His sovereign, powerful, and mysterious ways to bring them to saving faith in Christ and to everlasting life! John Flavel reminds us of that astonishing work and the surprising mercies of God’s grace! Lastly, Thomas Reade concludes our subject by filling our souls with a glorious vision of God’s absolute reign by Christ Jesus in our hearts.",Preço: 1.78,Link do livro: https://www.chapellibrary.org/book/provfg/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=provfg&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=provfg&format=epub,Tem versão imprimível: SIM
Código: wewn,Título: What Every Woman Needs,Autor: Rebecca H.,"Descrição: What Every Woman Needs
 is meant to be shared with women everywhere. The author, who has served with her husband on the mission field for many years, urges the reader to find her deepest love, security, peace, purpose, and self-worth in her relationship with God. While God has designed women with many complex needs, every woman’s greatest need is God Himself! And God has graciously given Himself to women in the person of His Son Jesus Christ.",Preço: 0.14,Link do livro: https://www.chapellibrary.org/book/wewn/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=wewn&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: worl,Título: The World,Autor: John C. Ryle,"Descrição: Separation from the world is not only a biblical concept, but also a vital issue for today. As in Ryle’s day, “There is a widely-spread desire to make things pleasant in religion—to saw off the corners and edges of the cross, and to avoid, as far as possible, self-denial.” Ryle reminds us of the danger of friendship with the world. He shows what true separation is not, and then what it does consist of. Finally, we learn that the secret of real victory over the world is the Christian’s heart renewed by the Holy Spirit, manifest in a living faith and bold confession of Christ.",Preço: 0.95,Link do livro: https://www.chapellibrary.org/book/worl/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=worl&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=worl&format=epub,Tem versão imprimível: SIM
Código: epre,Título: Experiential Preaching,Autor: Joel Beeke,"Descrição: In 
Experiential Preaching
, Joel Beeke shows that biblical preaching is meant to move God’s people by God’s glory to do God’s will. It “uses the truth of Scripture to shine the glory of God into the depths of the soul to call people to live solely and wholly for God.” Discriminating and balanced, biblical preaching cultivates communion with God and feeds the soul. Beeke draws from various Reformed preachers of the past to show the multidimensional richness of Reformed experiential preaching. This is an excerpt from the larger book titled 
Reformed Preaching
, available from 
Crossway
, and also through 
Reformation Heritage Books
.",Preço: 0.78,Link do livro: https://www.chapellibrary.org/book/epre/,Link do PDF: ,Link do EPUB: ,Tem versão imprimível: SIM
Código: tempfg,Título: Temptation,Autor: Autor Desconhecido,"Descrição: Temptation is a profoundly serious matter. Believers must realize that it always sets before us a choice between God’s Word and the serpent’s word. John Owen introduces us to the subject, explaining the evil of temptation, how it prevails, and the way to prevent it. Matthew Henry comments with great clarity on the serpent, the first woman, and the first temptation. J. C. Ryle tells us about our great Savior Jesus Christ and how He was tempted by the devil. Thomas Manton gives us much light on how the devil tempts. Does God have a design in temptation? John Newton knows that He does and biblically explains it to us. One of the problems Christians face is determining what leads us to sin; Jonathan Edwards instructs us in that vital skill. William Gurnall urges us to watchfulness because our enemy is ever awake and prowling. Thomas Brooks offers us a wonderful catalogue of helps against temptation, and then Charles Spurgeon encourages our souls with the great news that Christ Jesus has the power to help us in our seasons of temptation. To help us think clearly about this subject, Octavius Winslow gives us lessons from Christ’s temptations. Finally, Charles Spurgeon pours gospel balm into our wounded consciences by preaching forgiveness for the tempted and sometimes falling child of God.",Preço: 1.78,Link do livro: https://www.chapellibrary.org/book/tempfg/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=tempfg&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=tempfg&format=epub,Tem versão imprimível: SIM
Código: rrst3,Título: Read Reformed Systematic Theology Volume 3 in a Year,Autor: Joel Beeke,"Descrição: Reading calendar for reading Reformed Systematic Theology Volume 3 five days a week for 52 weeks.
 
The book is available for purchase from 
HeritageBooks.org
.",Preço: 0.06,Link do livro: https://www.chapellibrary.org/book/rrst3/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=rrst3&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: ayw2,Título: Appointment You Will Keep (TRACT),Autor: Joel Beeke,"Descrição: A heart-felt letter to the reader about the great Judgment Day:  Which road are you traveling – the broad road to eternal destruction or the narrow road to eternal life?
 
This is the tract version. A booklet version is also available 
here
.",Preço: 0.17,Link do livro: https://www.chapellibrary.org/book/ayw2/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=ayw2&format=pdf,Link do EPUB: ,Tem versão imprimível: SIM
Código: wslt,Título: When Someone Leaves the Church,Autor: Scott Brown,"Descrição: When someone leaves the local church, a season of vulnerability and temptation often follows.  What can church elders and members do to weather this season biblically, maturely, and to God’s glory? Prayerfully mortifying sin, and especially sins of the thoughts and tongue, is a key part of the wisdom to which this booklet exhorts Christ’s people.",Preço: 0.35,Link do livro: https://www.chapellibrary.org/book/wslt/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=wslt&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=wslt&format=epub,Tem versão imprimível: SIM
Código: kcic,Título: Keeping Children in Church,Autor: Scott Brown,"Descrição: Keeping Children in Church
 encourages parents to help their children experience the joys God has designed for families in gathering with Christ’s church. It shows both why children should participate in public worship and how this can be done practically, even with energetic toddlers! This booklet is an excerpt of three important chapters from Scott Brown's helpful book entitled 
The Family at Church: How Parents are Tour Guides for Joy, 20 Days to Transform Your Local Church Experience.",Preço: 0.61,Link do livro: https://www.chapellibrary.org/book/kcic/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=kcic&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=kcic&format=epub,Tem versão imprimível: SIM
Código: sats,Título: Suicide and the Savior,Autor: Octavius Winslow,"Descrição: Satan, that dreadful enemy of our souls, attacked our Savior Jesus Christ with this dreadful but all too common temptation to self-destruction: “Cast thyself down!” Surely God’s holy Son recoiled against a sin so unnatural, selfish, and dishonoring to His Father, but He faithfully conquered the wicked one, and also won the victory for all who are tempted and troubled by Satan’s assaults. By faith in Christ and commitment to the truth of God’s Word, trust your conquering Savior and follow His bold and believing example.",Preço: 0.52,Link do livro: https://www.chapellibrary.org/book/sats/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=sats&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=sats&format=epub,Tem versão imprimível: SIM
Código: castfg,Título: Church & State,Autor: Autor Desconhecido,"Descrição: The purpose of this FGB is to provoke you to think biblically about the subject of the church and state. You will hear from Lutherans, Presbyterians, and Particular (Reformed) Baptists—all of them struggling to answer church/state questions from the Word of God. We begin with Chapter 24 of the 1677/89 Second London Baptist Confession: “Of the Civil Magistrate.” Jean-Marc Berthoud explains two types of power: the magistrate and the church. John Calvin declares that God has ordained civil magistrates for humanity’s good. Pierre Viret discusses the three major forms of government: monarchy, aristocracy, and democracy—which is best? R. C. Sproul explains that the essence of civil government is force. Is government authority absolute? H. Rondel Rumburg argues that it is delegated, not absolute power. He also discusses the Social Contract Theory. Christopher Goodman examines true obedience when facing civil or religious oppression. The important doctrine of the Lesser Magistrates has been forgotten by modern believers as well as unbelievers; but Matthew Trewhella teaches us its biblical importance. Building upon that doctrine, which the Reformers and Puritans held, we have extraordinary examples of it in the Magdeburg Confession, John Knox, and Isaac Backus—Lutherans, a Presbyterian Reformer, and a Baptist! Finally, Samuel Davies tells us about the greatest King—Jesus Christ; and he takes us by the hand to show us the glories of Jesus’ kingdom. Jesus rules over all the kings and kingdoms of men. He alone is King of kings and Lord of lords!",Preço: 1.78,Link do livro: https://www.chapellibrary.org/book/castfg/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=castfg&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=castfg&format=epub,Tem versão imprimível: SIM
Código: pray,Título: Prayer,Autor: John Bunyan,"Descrição: What makes prayer, prayer? This enriching ordinance of God brings the believer into great familiarity with God, opens God’s heart to us, and fills our empty souls. Prayer obtains great things from God and is the very friendship of the soul with God.  But what is the heart of prayer? Is there an essence to prayer without which “all your lifting up, both of hands, and eyes, and voices, will be to no purpose at all”? Yes. And the God who hears prayer has left us plain instruction about the living essence, the beating heart, of prayer. John Bunyan finds the key in the Apostle Paul’s words: “I will pray with the spirit, and I will pray with the understanding also.” He begins with a memorable definition of prayer. Then he explores the two great aspects of the heart of prayer: prayer with the Spirit, and prayer with the understanding. May this sermon in booklet form bear the fruit of Spirit-empowered prayer for God’s glory and the joy of God’s people everywhere.",Preço: 1.78,Link do livro: https://www.chapellibrary.org/book/pray/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=pray&format=pdf,Link do EPUB: https://www.chapellibrary.org/api/books/download?code=pray&format=epub,Tem versão imprimível: SIM
Código: erei,Título: Ernest Reisinger - Biography,Autor: Carol Brandt,Descrição: This short warmhearted personal memoir of Ernest Reisinger's life highlights his contributions to the resurgence of Reformed theology in the Baptist community in the 20th century.,Preço: 0.00,Link do livro: https://www.chapellibrary.org/book/erei/,Link do PDF: https://www.chapellibrary.org/api/books/download?code=erei&format=pdf,Link do EPUB: ,Tem versão imprimível: NÃO
